ExptLabel,Sample,Well,GFP,RFP
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B2,0.36409361,0.86966689
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B3,0.402991076,0.972896008
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B4,0.280329972,1.323787241
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B5,0.295084173,1.276446559
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B6,0.540674661,1.575175342
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B7,0.406411355,0.982758594
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B8,0.563342502,2.035651612
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B9,0.337871349,1.35929282
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B10,0.511300361,1.436879079
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B11,0.385084837,2.10885447
Expt02/clone01,TMH10-12/v1/0.5mM/sort05a,B12,0.745221597,5.005625084
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C1,0.429079197,1.150642883
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C2,0.469452087,2.058445353
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C3,-0.024545637,0.025862071
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C4,0.418482988,1.04018118
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C5,0.428140295,1.312390371
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C6,0.44115083,3.110242721
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C7,0.33089665,0.735534779
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C8,0.341492859,2.549824683
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C9,0.745556968,0.149912333
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C10,0.550063686,2.392460464
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C11,0.55891623,2.9986851
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,C12,0.527127604,1.077440092
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D1,0.540674661,1.138369413
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D2,0.41191067,1.211572137
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D3,0.386828502,5.332627261
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D4,0.511568641,1.749853917
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D5,0.386426121,1.323787241
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D6,0.427067252,1.042811248
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D7,0.423982303,3.103448234
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D8,0.454429606,2.44067788
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D9,0.473341837,3.010081837
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D10,0.345114329,0.982758594
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D11,0.581986453,2.462594887
Expt02/clone01,TMH10-12/v1/0.5mM/sort05,D12,0.558245568,1.524108741
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E1,0.2243981,1.244886015
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E2,0.177050492,0.16963764
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E3,0.189256245,6.429354093
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E4,0.409764585,0.167007606
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E5,0.16927101,1.348772683
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E6,0.230031516,0.222238457
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E7,0.18751258,2.705216319
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E8,0.633223792,2.099430183
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E9,0.212058207,0.281414394
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E10,0.178525916,0.207334886
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E11,0.286231629,0.280976027
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,E12,0.506605848,1.147574583
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F1,0.278586268,0.34891875
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F2,0.303936677,0.512857971
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F3,0.166722544,1.570134457
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F4,0.28307963,0.300263
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F5,0.26114948,0.227498543
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F6,0.313526893,0.474722392
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F7,0.254443022,0.280537694
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F8,0.385755459,0.764903555
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F9,0.36764803,0.822326141
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F10,0.315605928,0.520309773
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F11,0.199450073,0.211718287
Expt02/clone01,TMH10-12/v2/0.5mM/sort05a,F12,0.29059085,0.217416722
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G1,0.412581292,0.467708956
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G2,0.259137555,0.223553475
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G3,0.310911416,0.302893034
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G4,0.278586268,0.206019869
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G5,0.321105203,0.24108708
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G6,0.327945802,0.441189364
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G7,0.370464738,0.578170693
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G8,0.501173623,0.901665667
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G9,0.252296956,0.221800124
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G10,-0.024679767,0.039450613
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G11,0.360807471,0.453682051
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,G12,0.346187372,0.246347182
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H1,0.520555286,0.931911177
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H2,0.56629335,0.753506751
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H3,0.46676948,0.282729394
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H4,0.54033933,0.907364102
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H5,0.387365024,0.223991825
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H6,0.509556696,0.804354168
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H7,0.372744964,0.306838102
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H8,0.482865003,0.553842801
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H9,0.425591828,0.472092357
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H10,0.313996364,0.182349511
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H11,0.576755419,1.794564531
Expt02/clone01,TMH10-12/v2/0.5mM/sort05,H12,0.358929626,0.152980718
Expt04/clone02,STE6,A1,0.96724053,0.221241484
Expt04/clone02,STE6,A2,1.072371681,0.258850631
Expt04/clone02,STE6,A3,0.960387789,0.266525953
Expt04/clone02,E05973,A4,0.075213108,0.936966373
Expt04/clone02,E05973,A5,0.070533184,1.074258843
Expt04/clone02,E05973,A6,0.073207419,0.988774784
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A7,0.36411497,0.190540153
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A8,0.310546556,1.684351888
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A9,0.31606218,1.117336644
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A10,0.527160267,1
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A11,0.509109126,1.010841413
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,A12,0.365368562,1.12040684
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B1,0.472505439,1.283699467
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B2,0.337288987,1.407560194
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B3,0.550894183,1.804662778
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B4,0.597024898,2.518948462
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B5,0.440748766,0.784035293
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B6,0.491308714,1.017749186
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B7,0.455791416,0.878825667
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B8,0.542035765,1.763695667
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B9,0.525739573,1.241005469
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B10,0.513621937,1.276503842
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B11,0.339796071,0.42425406
Expt04/clone02,TMH10-12/v1/0.5mM/sort05a,B12,0.107471163,1.317279051
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C1,0.538024412,1.062266134
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C2,0.539528632,1.300393309
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C3,0.341300341,1.318910101
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C4,0.489888021,1.620071015
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C5,0.577970894,1.635997363
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C6,0.520808932,1.724455556
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C7,0.556159078,1.635229758
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C8,0.240514798,2.206946135
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C9,0.520307526,0.855703749
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C10,0.503927808,1.52086736
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C11,0.543038578,2.465892692
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,C12,0.511281955,1.037321323
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D1,0.454370722,1.135853436
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D2,0.501169996,1.212990461
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D3,0.52665886,1.5947424
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D4,0.528246707,1.277271448
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D5,0.422864777,0.86712081
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D6,0.445261576,1.075697991
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D7,0.466154104,0.793917312
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D8,0.50710345,1.256835867
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D9,0.307705168,1.205986737
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D10,0.466989815,1.383095136
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D11,0.395370236,0.818958074
Expt04/clone02,TMH10-12/v1/0.5mM/sort05,D12,0.458632804,0.822028214
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E1,0.323917759,0.537465247
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E2,0.227477849,0.26479901
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E3,0.265920112,0.463781995
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E4,0.1993983,0.177492085
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E5,0.332776177,0.710543999
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E6,0.119170981,2.253286034
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E7,0.273942844,0.520003857
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E8,0.227645002,0.234289566
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E9,0.245027583,0.329463686
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E10,0.266003663,0.490741659
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E11,0.30185524,0.581598393
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,E12,0.282968414,0.330231207
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F1,0.230987796,0.310275352
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F2,0.287481199,0.42578913
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F3,0.281631296,0.399692995
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F4,0.293331102,0.394895912
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F5,0.154604703,2.364962038
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F6,0.275112809,0.438261536
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F7,0.268928627,0.325817898
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F8,0.313555071,0.591576306
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F9,0.199231148,0.315264309
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F10,0.233578481,0.224311624
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F11,0.259067345,0.290511371
Expt04/clone02,TMH10-12/v2/0.5mM/sort05a,F12,0.259067345,0.310659127
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G1,0.280628432,0.357958363
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G2,0.229483526,0.204739516
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G3,0.278288476,0.331766277
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G4,0.253217442,0.234673312
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G5,0.289654028,0.30260003
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G6,0.208423871,0.208960952
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G7,0.339796071,0.505804451
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G8,0.242186195,0.197256067
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G9,0.184188523,0.242156761
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G10,0.250543207,0.432313157
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G11,0.27745279,0.558764271
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,G12,0.303192383,0.422431166
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H1,0.225137893,0.234097664
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H2,0.295002499,0.469538529
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H3,0.298846725,0.523073997
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H4,0.223132217,0.231986947
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H5,0.288484037,0.450158294
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H6,0.198896869,0.203204446
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H7,0.273942844,0.364866165
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H8,0.251713172,0.235057087
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H9,0.205081051,0.226038568
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H10,0.257395948,0.268828544
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H11,0.346648812,0.619207511
Expt04/clone02,TMH10-12/v2/0.5mM/sort05,H12,0.3626107,0.968339317
Expt06/clone03,STE6,A1,1.002562069,0.347670671
Expt06/clone03,STE6,A2,0.946590439,0.329335804
Expt06/clone03,STE6,A3,1.050847492,0.373270295
Expt06/clone03,E05973,A4,0.068190779,0.996309955
Expt06/clone03,E05973,A5,0.063854947,1.012915158
Expt06/clone03,E05973,A6,0.062672452,0.990774887
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A7,0.494087483,1.250922456
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A8,0.581395346,3.260320626
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A9,0.574497411,2.712869008
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A10,0.573512043,2.082564667
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A11,0.456444608,1.689575576
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,A12,0.539416624,1.371655922
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B1,0.483543543,1.018450226
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B2,0.385297605,3.102917324
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B3,0.474970459,1.204912353
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B4,0.532518748,2.387684419
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B5,0.554986192,1.79664441
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B6,0.344304311,2.354992974
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B7,0.527985805,2.106434398
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B8,0.580015782,1.861335355
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B9,0.349625555,4.913745208
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B10,0.496551082,1.005996298
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B11,0.500985418,1.166166981
Expt06/clone03,TMH10-12/v1/0.5mM/sort05a,B12,0.622979873,3.474284901
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C1,0.57213242,2.580719535
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C2,0.582183676,2.219903132
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C3,0.526409144,2.150714939
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C4,0.528577038,1.451914251
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C5,0.373669689,1.019315058
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C6,0.553606628,2.36070113
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C7,0.506109594,1.127767481
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C8,0.533109981,1.635954767
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C9,0.57292075,1.515221403
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C10,0.61913677,3.369464895
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C11,0.499802893,1.429428007
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,C12,0.47891211,3.028367152
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D1,0.416830877,1.142297046
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D2,0.429050085,1.007034117
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D3,0.429838416,1.189863929
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D4,0.463736678,0.629266589
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D5,0.473393798,1.553274929
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D6,0.510839576,2.213676219
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D7,0.400472978,1.436346867
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D8,0.522467493,3.094960747
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D9,0.430823784,1.093865331
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D10,0.443042993,1.092135566
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D11,0.58750495,3.127133232
Expt06/clone03,TMH10-12/v1/0.5mM/sort05,D12,0.555380386,1.468865326
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E1,0.233543548,0.374654062
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E2,0.193732749,0.190959417
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E3,0.213243998,0.192689107
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E4,0.272960182,0.34940036
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E5,0.236105636,0.224861618
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E6,0.25206937,0.353897609
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E7,0.332085132,1.013434016
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E8,0.322428071,0.336254613
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E9,0.373472621,0.838560883
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E10,0.29739851,0.902905854
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E11,0.305281843,0.601591301
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,E12,0.632439896,0.586715864
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F1,0.279661019,0.31549816
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F2,0.207725657,0.206526751
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F3,0.240047288,0.324146684
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F4,0.416042546,0.648985248
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F5,0.308829329,0.401291505
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F6,0.238569176,0.245272148
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F7,0.216791485,0.207218621
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F8,0.365983454,0.689460335
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F9,0.379385098,0.77923202
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F10,0.578143476,6.020929284
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F11,0.408947574,0.695341325
Expt06/clone03,TMH10-12/v2/0.5mM/sort05a,F12,0.359479714,0.85689575
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G1,0.241032716,0.229358867
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G2,0.249507281,0.349746308
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G3,0.415254216,0.747924366
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G4,0.256011051,0.345940956
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G5,0.226448575,0.222094084
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G6,0.289909343,0.407518469
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G7,0.255025623,0.240428977
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G8,0.536657497,3.488122621
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G9,0.349034293,0.446609763
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G10,0.306070173,0.533095005
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G11,0.315727234,1.142988892
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,G12,0.245368562,0.226418372
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H1,0.327552218,0.373962166
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H2,0.29739851,0.376902661
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H3,0.263894354,0.279866245
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H4,0.323610567,0.396448333
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H5,0.321245576,0.42810196
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H6,0.248718951,0.231780452
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H7,0.27473394,0.201337631
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H8,0.296216015,0.291974173
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H9,0.304493512,0.404750935
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H10,0.386677168,0.821955731
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H11,0.387662596,0.574953884
Expt06/clone03,TMH10-12/v2/0.5mM/sort05,H12,0.292372882,2.215405884
Expt08/clone04,STE6,A1,0.962123437,0.221246933
Expt08/clone04,STE6,A2,0.994259361,0.227645608
Expt08/clone04,STE6,A3,1.043617202,0.269237083
Expt08/clone04,E05973,A4,0.051488422,0.960787555
Expt08/clone04,E05973,A5,0.054151619,0.792452857
Expt08/clone04,E05973,A6,0.061786106,1.246759589
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A7,0.453985902,1.958367581
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A8,0.387938691,1.223626011
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A9,0.346925507,1.416570973
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A10,0.315854873,1.025758807
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A11,0.182606385,0.659310924
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,A12,0.28993311,0.98195241
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B1,0.463839732,0.755660414
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B2,0.41066464,0.902461067
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B3,0.286737295,0.829491426
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B4,0.482570877,0.817555375
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B5,0.175060661,0.163535671
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B6,0.010475223,0.346021342
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B7,0.198674319,1.03437244
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B8,0.346037742,1.628712068
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B9,0.546665116,1.144134523
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B10,0.522518799,0.945283031
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B11,0.477954666,1.642493851
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,B12,0.346747954,1.052830192
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C1,0.67645146,3.263330768
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C2,0.249985215,0.461689919
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C3,0.499082694,0.756767839
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C4,0.393442612,0.315750601
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C5,0.188909266,0.531214115
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C6,1.540924394,0.078753079
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C7,0.433923192,0.63014768
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C8,0.480440297,2.616817164
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C9,0.394507874,0.197621011
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C10,0.059655553,0.823954086
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C11,0.124548725,0.68170634
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,C12,0.170089372,0.785808019
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D1,0.329170847,0.955619404
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D2,0.248564819,1.484495527
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D3,0.195478477,0.849794911
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D4,0.303426637,1.316776073
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D5,0.223175715,0.701148526
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D6,0.421139822,0.573913051
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D7,0.290643322,0.939130446
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D8,0.279014018,0.726497171
Expt08/clone04,TMH10-12/v1/0.5mM/sort04a,D9,0.344617374,1.011977024
